,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3872,1,0,1,39,6,111169.91,0,0,0,9641.4,0
3873,0,1,1,37,4,0.0,0,1,1,164844.37,0
3874,4,2,0,25,5,123616.43,0,0,1,132959.33,0
3875,2,1,0,37,9,155619.58,0,1,1,135088.58,0
3876,0,2,1,31,2,89558.39,0,1,1,4441.54,0
3877,1,1,1,45,4,0.0,0,0,1,174916.85,1
3878,0,2,0,32,6,131938.92,0,1,1,1795.93,0
3879,3,0,0,33,9,151772.63,0,0,0,180249.94,1
3880,2,0,0,72,8,0.0,0,1,1,153604.44,0
3881,1,0,0,64,3,0.0,0,1,1,189703.65,0
3882,0,0,0,22,6,0.0,0,1,1,66393.89,0
3883,0,0,1,39,1,97700.02,0,1,1,30709.03,0
3884,2,0,1,31,6,0.0,0,1,1,71009.84,0
3885,1,2,0,56,6,103244.86,0,1,0,143049.72,1
3886,2,2,1,34,8,147833.3,0,0,1,1561.58,0
3887,1,0,0,46,5,0.0,0,1,0,49707.85,0
3888,3,0,1,71,0,0.0,0,0,1,29837.65,0
3889,0,0,0,39,2,0.0,0,0,0,9041.71,0
3890,1,2,0,33,9,84521.48,0,0,1,198017.05,0
3891,2,2,0,28,5,91938.31,0,1,0,143481.85,0
3892,0,2,1,45,6,124240.93,0,1,1,146372.51,0
3893,0,0,0,42,5,0.0,0,0,0,101905.34,0
3894,1,1,1,37,2,157084.99,0,1,0,134767.13,0
3895,2,2,0,25,3,108244.82,0,1,1,103573.96,0
3896,3,0,0,21,9,0.0,0,0,1,139259.54,0
3897,0,2,0,41,5,82161.7,0,1,0,187776.49,0
3898,1,2,1,59,2,104568.41,0,1,0,8059.44,1
3899,3,0,0,36,2,119912.46,0,1,0,124354.92,0
3900,4,0,1,36,9,68881.59,0,0,1,109135.11,0
3901,0,1,1,30,2,0.0,0,1,1,82222.86,0
3902,1,1,0,40,1,86376.29,0,0,1,136767.16,1
3903,1,1,0,45,9,150840.03,0,1,0,155516.35,0
3904,2,2,1,55,8,155059.1,0,1,1,144584.29,0
3905,0,0,0,29,4,0.0,0,1,0,164806.89,0
3906,1,0,1,44,8,78128.13,0,0,1,109153.04,0
3907,1,2,1,46,4,98899.76,0,1,1,86190.34,0
3908,1,1,1,37,1,0.0,0,1,1,106040.97,0
3909,0,0,1,63,6,160982.89,0,1,1,168008.17,0
3910,1,0,0,70,3,87926.24,0,1,0,33350.26,1
3911,3,0,0,35,4,0.0,0,1,1,119565.34,0
3912,1,1,1,46,2,79385.21,0,0,0,188492.82,0
3913,0,2,1,53,5,127997.83,0,1,0,165378.66,1
3914,1,0,1,44,2,168396.34,0,1,1,14178.73,0
3915,2,2,1,43,2,134896.03,0,1,1,97847.05,0
3916,0,1,1,36,6,0.0,1,1,1,118959.64,0
3917,2,0,0,50,6,94238.75,0,1,1,50664.07,1
3918,4,0,1,29,1,0.0,0,0,0,152996.89,0
3919,3,1,0,39,7,0.0,0,1,0,19458.75,0
3920,1,2,1,43,3,212696.32,0,1,0,115268.86,0
3921,0,0,1,59,3,0.0,0,1,0,25843.7,1
3922,0,0,1,39,3,139153.68,0,1,0,147662.33,0
3923,3,0,1,41,7,0.0,0,0,0,134878.34,0
3924,1,0,0,40,0,0.0,0,1,0,35795.85,0
3925,0,1,1,44,5,0.0,0,1,0,66462.79,0
3926,2,2,1,29,6,92887.13,0,1,1,69578.49,0
3927,0,1,0,65,1,0.0,0,0,1,103182.46,0
3928,0,0,1,29,5,83442.98,0,0,1,177017.39,0
3929,1,2,0,36,6,144773.29,0,1,0,53217.3,0
3930,1,2,0,52,9,111973.97,0,1,1,162756.29,1
3931,2,0,0,35,8,178032.53,0,0,1,42181.68,0
3932,2,0,1,23,5,140007.19,0,0,1,31714.08,0
3933,2,0,1,37,5,98400.61,0,0,0,25017.28,0
3934,1,1,0,46,1,0.0,0,1,0,104272.04,0
3935,2,2,1,45,3,108924.33,0,1,0,84300.4,1
3936,2,1,0,32,4,132835.56,0,0,0,136877.24,0
3937,3,0,0,26,1,0.0,0,1,1,199409.19,0
3938,0,2,1,41,1,118334.44,0,0,0,163147.99,1
3939,2,2,0,25,9,81732.88,0,1,0,136497.28,0
3940,2,2,1,66,5,121411.9,0,0,0,10070.4,1
3941,1,0,1,32,9,121455.65,0,1,0,190068.53,1
3942,1,1,1,20,5,0.0,0,1,1,58309.54,0
3943,1,0,1,46,5,0.0,0,1,1,76946.6,0
3944,1,0,0,31,8,117989.76,0,1,1,54129.86,0
3945,1,1,1,40,10,0.0,0,1,1,52990.7,0
3946,0,0,0,31,5,137411.29,0,0,1,161854.98,0
3947,2,0,1,61,10,73688.2,0,1,1,172141.33,0
3948,3,1,1,58,9,122330.7,0,0,1,124429.19,0
3949,0,2,1,43,5,99906.89,0,0,0,24983.39,0
3950,3,1,0,28,5,0.0,0,0,1,86699.98,0
3951,4,0,0,47,9,167664.83,0,0,0,125440.11,1
3952,1,0,0,34,7,141525.55,0,0,0,9443.15,0
3953,1,1,0,33,3,124832.51,0,1,0,195877.06,0
3954,2,0,0,34,9,132121.71,0,0,1,105409.31,0
3955,1,0,1,39,2,0.0,0,1,0,100403.05,0
3956,1,2,0,60,0,78539.84,0,0,1,48502.88,0
3957,1,2,0,38,5,123770.46,0,0,0,47019.66,1
3958,1,0,1,43,5,0.0,0,1,1,48249.88,0
3959,1,2,1,49,7,116150.65,1,1,1,84358.71,1
3960,0,0,1,47,0,160729.1,0,0,1,145986.35,0
3961,2,0,0,29,10,88378.6,0,1,0,88550.28,0
3962,2,0,1,33,2,182888.08,0,1,0,3061.0,0
3963,1,0,1,31,8,0.0,0,1,1,43196.5,0
3964,0,0,1,37,4,0.0,0,1,1,55775.84,1
3965,3,1,0,23,8,85600.08,0,0,0,134077.71,0
3966,4,0,1,35,4,0.0,0,0,1,198490.33,0
3967,1,0,1,32,10,0.0,0,1,1,116052.92,0
3968,1,2,1,40,4,95001.33,0,0,1,123202.99,0
3969,0,1,1,27,2,113873.22,0,1,1,85129.77,1
3970,0,0,1,30,6,0.0,0,1,0,180598.86,0
3971,2,1,1,40,7,74896.92,0,1,0,198694.2,0
3972,0,0,0,22,5,89492.62,0,0,0,42934.43,0
3973,2,1,1,38,3,128718.78,0,0,0,114793.45,0
3974,3,1,1,27,8,0.0,0,1,0,63297.7,0
3975,0,0,0,49,3,0.0,0,0,0,61820.41,1
3976,0,2,1,22,7,144954.75,0,1,0,102246.0,0
3977,1,1,1,21,9,0.0,0,0,0,154882.79,0
3978,4,2,1,37,6,94001.61,0,1,0,140723.05,0
3979,2,0,0,40,7,0.0,0,1,0,72852.74,1
3980,2,0,1,65,0,0.0,0,1,1,85733.33,0
3981,1,0,1,24,1,0.0,0,0,1,162597.15,0
3982,1,0,1,46,4,0.0,0,1,0,74379.57,1
3983,1,0,0,44,2,0.0,0,0,1,173117.22,1
3984,4,1,1,38,8,0.0,0,1,1,66485.26,0
3985,2,0,1,24,6,0.0,0,1,1,92811.2,0
3986,2,1,1,38,8,0.0,0,0,1,46635.11,0
3987,1,0,1,37,7,141546.35,0,1,1,124830.11,0
3988,1,2,0,32,8,141528.88,0,1,1,167087.34,1
3989,1,0,1,30,7,109805.3,0,0,1,163625.56,0
3990,2,0,1,32,10,86614.06,0,1,1,172129.26,0
3991,0,2,0,59,7,91680.1,0,1,0,163141.18,1
3992,2,2,1,38,0,38848.19,0,0,0,94003.11,0
3993,2,1,1,40,3,153639.11,0,1,1,138351.68,0
3994,4,1,1,80,8,0.0,0,0,1,34164.05,0
3995,2,1,0,33,7,123870.07,0,1,0,97794.71,0
3996,1,0,1,30,5,0.0,0,1,0,75786.55,0
3997,1,0,1,39,10,46323.57,0,1,0,136812.02,0
3998,1,0,0,60,5,162039.78,0,1,1,84361.72,1
3999,2,0,1,19,1,110928.51,0,1,1,2766.63,0
4000,0,0,1,38,5,0.0,0,1,0,163185.76,0
4001,0,2,1,53,5,114421.55,0,1,0,180598.28,1
4002,1,2,0,29,8,130036.21,0,0,1,69849.55,0
4003,3,0,0,26,1,151510.17,0,1,1,19921.72,0
4004,0,1,0,41,4,0.0,0,0,1,147606.71,0
4005,1,0,0,59,2,0.0,0,1,1,126160.24,1
4006,1,0,1,37,6,83568.55,0,1,0,47046.72,0
4007,1,0,0,43,7,139972.18,0,1,0,143668.58,0
4008,4,1,1,45,3,100212.13,0,1,0,152577.62,0
4009,0,0,0,39,1,90217.07,0,1,0,191350.48,0
4010,0,1,1,66,9,0.0,0,1,1,14234.31,0
4011,2,2,1,33,4,124067.32,0,1,1,77906.87,0
4012,0,1,1,46,4,0.0,0,0,1,57320.92,0
4013,2,2,0,57,1,162082.31,1,0,0,27145.73,1
4014,1,2,0,51,2,117306.69,1,1,1,26912.72,1
4015,4,0,1,32,1,122889.88,0,1,1,26476.18,0
4016,0,0,1,40,6,148790.61,0,0,1,79329.7,0
4017,4,0,1,46,9,180226.24,0,1,0,13464.64,1
4018,2,2,0,32,3,104857.19,0,1,0,114149.8,0
4019,1,1,1,31,2,166833.86,0,1,1,135171.6,0
4020,2,0,1,42,4,102936.72,0,0,0,1187.88,0
4021,3,2,0,48,6,108736.52,0,1,0,184564.67,1
4022,2,2,1,44,0,129974.79,0,1,1,33391.38,0
4023,0,0,1,38,8,85982.07,0,1,0,9238.35,0
4024,1,0,0,20,7,134397.61,0,0,0,28029.54,0
4025,1,0,1,63,8,137841.53,0,1,1,42790.29,0
4026,3,2,1,56,10,100260.88,1,1,1,77142.42,1
4027,1,2,1,39,5,139822.11,0,1,1,146219.9,0
4028,0,2,0,41,8,123151.51,0,1,0,70127.93,0
4029,0,2,1,27,4,95331.83,0,1,0,132104.76,0
4030,1,1,0,42,6,0.0,0,1,1,90437.87,0
4031,2,1,1,37,7,138162.41,0,1,1,113926.31,0
4032,0,0,1,38,9,0.0,0,1,1,12050.77,0
4033,1,2,1,48,6,126066.26,0,1,0,64345.61,1
4034,1,1,0,42,4,96763.89,0,1,1,199242.65,0
4035,3,0,0,38,2,0.0,0,0,0,75578.67,0
4036,0,0,1,42,2,139561.46,0,1,0,43435.43,1
4037,4,0,0,52,5,0.0,0,0,0,183239.71,1
4038,0,1,0,31,6,0.0,0,1,0,146213.75,1
4039,0,1,1,27,2,172463.45,0,1,1,40315.27,0
4040,2,0,1,37,8,107798.85,0,1,0,16966.73,0
4041,1,0,1,36,2,70181.48,0,1,0,80608.12,0
4042,2,1,1,38,5,177997.07,0,0,1,19233.41,0
4043,1,1,1,31,1,0.0,0,1,0,135382.23,0
4044,1,0,1,32,8,0.0,0,1,1,80410.68,0
4045,2,1,0,36,5,0.0,0,1,0,17696.22,0
4046,1,0,1,37,9,0.0,0,1,0,17974.08,0
4047,2,1,1,21,2,123200.78,0,1,1,180712.28,0
4048,1,0,0,63,7,0.0,0,1,1,56323.21,0
4049,1,1,1,33,4,0.0,0,1,1,77550.18,0
4050,4,2,1,41,9,137742.9,0,1,1,166957.82,0
4051,3,0,0,63,9,116270.72,0,1,1,184243.25,0
4052,1,2,1,41,10,113220.2,0,1,1,114072.91,0
4053,0,1,1,51,5,0.0,0,1,0,153917.41,0
4054,1,0,0,56,3,115895.22,1,1,0,4176.17,1
4055,0,0,0,60,6,121730.49,0,1,1,142963.29,0
4056,1,1,0,28,3,113811.85,0,0,1,76844.23,0
4057,0,0,0,26,6,136214.08,0,0,0,159742.33,0
4058,0,0,1,39,8,146200.01,0,1,0,177944.64,0
4059,2,0,1,37,10,106242.67,0,1,1,166678.28,0
4060,1,0,0,29,4,0.0,0,1,0,44904.26,0
4061,0,1,1,31,6,0.0,0,1,0,10625.91,0
4062,0,0,1,45,8,24043.45,0,0,1,169781.45,1
4063,2,0,0,58,5,0.0,0,0,1,49848.86,0
4064,1,2,1,39,10,132287.92,1,1,1,51467.92,1
4065,2,1,1,30,1,0.0,0,0,0,735.79,0
4066,4,0,0,44,1,0.0,0,0,1,182495.7,0
4067,0,2,0,32,4,90322.99,0,0,1,118740.37,0
4068,1,1,1,23,3,0.0,0,1,0,13813.24,0
4069,1,0,0,34,3,131283.11,0,0,0,130500.65,0
4070,2,1,1,48,1,131659.59,0,0,1,14152.15,0
4071,4,1,0,54,4,120952.74,0,1,0,66963.15,0
4072,4,0,0,38,9,153166.17,0,1,1,93261.69,0
4073,1,1,1,30,0,53291.86,0,0,0,196582.28,0
4074,2,0,0,35,2,167924.95,0,1,0,43024.64,0
4075,2,0,1,43,5,86394.14,0,1,1,130001.13,0
4076,2,0,0,50,1,0.0,0,1,0,12106.82,1
4077,3,1,1,33,3,0.0,0,1,1,42556.33,0
4078,1,1,1,47,1,0.0,0,1,1,197961.93,0
4079,1,0,0,31,4,158978.79,0,1,0,12538.92,0
4080,4,2,0,37,2,100431.84,0,1,0,35140.49,1
4081,2,1,1,33,5,0.0,0,0,1,117626.9,0
4082,3,2,0,29,6,150358.97,0,1,0,62454.01,1
4083,4,1,0,45,4,114347.85,0,1,1,109089.04,0
4084,2,0,0,39,4,0.0,0,0,1,142331.39,0
4085,0,0,1,34,4,134007.9,0,1,1,193209.11,0
4086,3,2,1,31,4,98899.91,0,1,1,47832.82,0
4087,1,0,1,60,3,0.0,0,1,1,70174.03,0
4088,3,2,1,40,2,137430.82,0,0,0,176768.59,0
4089,1,0,0,47,6,0.0,0,1,1,129392.75,0
4090,0,0,0,37,8,0.0,0,1,1,97893.32,0
4091,1,2,1,39,2,188976.89,0,0,1,176142.09,0
4092,1,1,0,40,4,0.0,0,1,0,114093.73,0
4093,3,1,0,48,1,75990.97,0,1,0,158323.81,1
4094,0,0,1,29,10,0.0,0,0,1,25514.77,0
4095,2,1,1,62,5,112181.08,0,0,1,61513.87,0
4096,4,1,1,34,10,97208.46,0,1,1,59553.34,0
4097,1,1,0,26,7,0.0,0,1,0,110253.2,0
4098,1,0,1,32,5,0.0,0,0,0,148769.08,0
4099,2,0,1,34,9,150856.79,0,0,1,8236.78,0
4100,1,2,0,37,9,146748.07,0,0,1,11407.58,0
4101,2,1,0,57,4,0.0,0,1,1,49684.09,0
4102,1,1,1,33,3,0.0,0,0,1,68064.83,0
4103,2,1,1,41,0,148863.17,0,1,1,163911.32,0
4104,4,0,1,55,6,0.0,0,1,0,944.41,1
4105,4,1,1,28,6,0.0,0,0,1,185547.71,0
4106,2,1,1,34,10,153360.02,0,1,0,140509.86,0
4107,1,0,0,40,3,92055.36,0,0,1,164652.02,1
4108,2,2,0,39,9,124723.92,0,1,0,73641.86,0
4109,2,2,1,28,1,103033.83,0,1,1,40321.87,0
4110,0,0,1,40,6,0.0,0,1,0,173844.89,0
4111,2,1,1,40,1,0.0,0,1,1,145613.17,0
4112,2,0,0,30,9,0.0,0,1,1,174971.64,0
4113,1,0,1,33,4,0.0,0,1,1,131834.75,0
4114,1,2,1,54,3,116726.22,0,1,0,110498.1,1
4115,0,0,0,23,5,113923.81,0,0,0,196241.43,0
4116,0,1,0,31,3,0.0,0,1,1,194667.92,0
4117,0,0,1,37,5,0.0,0,1,0,83093.25,0
4118,0,0,1,28,9,0.0,0,1,1,52545.24,0
4119,1,0,1,36,7,0.0,0,0,0,59571.5,0
4120,1,2,0,21,1,121827.43,0,1,1,99818.31,0
4121,1,1,1,42,7,0.0,0,0,1,172967.87,0
4122,0,0,1,60,10,125389.7,0,1,1,178616.73,0
4123,1,1,0,38,1,103895.31,0,0,1,159649.44,0
4124,2,0,1,26,5,111128.04,0,1,0,60941.27,1
4125,2,1,0,49,9,0.0,0,1,0,178342.63,0
4126,2,1,1,32,10,0.0,0,1,0,191545.65,0
4127,2,1,1,52,9,0.0,0,1,1,117977.45,1
4128,1,2,0,37,5,151242.48,0,0,1,49637.65,0
4129,1,0,1,48,7,0.0,0,1,0,13921.82,1
4130,0,0,1,39,2,129709.62,0,1,0,173197.12,0
4131,0,0,1,47,9,83347.25,0,1,1,137696.25,0
4132,0,1,0,28,6,84121.04,0,0,1,80698.54,0
4133,2,1,1,33,3,0.0,0,1,0,73018.74,0
4134,2,0,1,43,5,102338.19,0,1,1,79649.62,0
4135,2,0,0,29,3,87375.78,0,0,0,166194.53,0
4136,1,0,1,44,2,0.0,1,1,0,102530.35,1
4137,3,2,1,51,3,104677.09,0,1,0,74265.38,0
4138,3,2,1,32,8,121669.23,0,0,1,125898.39,0
4139,0,2,1,40,7,108407.34,0,1,1,83681.2,0
4140,4,2,0,33,7,154969.79,0,1,1,99505.75,0
4141,4,1,1,39,0,141829.67,0,1,1,92748.16,0
4142,1,0,0,63,5,0.0,0,1,0,28092.77,1
4143,0,0,1,45,2,109162.82,0,1,1,126145.08,0
4144,1,0,1,44,8,87471.63,0,0,1,188593.98,0
4145,1,0,0,33,2,147229.65,0,1,1,56410.17,0
4146,1,0,0,24,2,0.0,0,1,1,84694.49,0
4147,3,2,1,66,6,182532.23,0,1,1,195429.92,0
4148,1,0,1,32,6,0.0,0,1,1,137898.57,0
4149,1,0,0,39,1,160903.2,0,0,0,78774.36,0
4150,3,0,0,33,6,138053.79,0,1,0,148779.41,0
4151,1,0,1,44,6,153548.12,0,0,0,35300.08,1
4152,3,2,1,31,8,149085.9,0,1,1,197077.36,0
4153,2,2,0,53,8,95231.91,0,0,0,70140.8,1
4154,2,0,1,34,3,0.0,0,1,0,196288.46,0
4155,1,1,1,41,8,85109.21,0,1,0,1557.82,0
4156,1,2,0,43,8,125338.8,0,1,0,23970.13,0
4157,4,1,1,62,5,0.0,0,1,1,180243.56,0
4158,4,0,0,38,0,106831.69,0,0,1,148977.72,0
4159,3,0,1,29,3,159597.45,0,1,0,39934.41,0
4160,1,2,0,37,7,147361.57,0,1,1,133031.96,0
4161,2,0,1,43,4,176134.54,0,1,1,52856.88,0
4162,1,0,0,74,5,0.0,0,1,1,937.15,0
4163,1,0,0,35,7,0.0,0,0,1,193022.44,0
4164,1,0,1,34,1,84055.43,0,0,0,37490.84,0
4165,3,0,1,60,7,0.0,0,1,1,111558.7,0
4166,4,1,0,45,5,174088.3,1,1,0,5669.31,1
4167,4,1,1,34,8,199229.14,0,0,0,68106.29,0
4168,0,0,1,37,8,0.0,0,1,0,101834.58,0
4169,0,1,0,42,10,0.0,0,0,1,73151.25,0
4170,2,2,0,69,3,78833.15,0,1,1,37196.15,0
4171,0,0,0,27,6,0.0,0,0,0,7819.76,0
4172,1,0,0,35,2,0.0,0,1,1,23129.46,0
4173,2,0,1,29,3,102540.61,0,1,1,189680.79,0
4174,0,0,1,51,4,0.0,1,1,1,66586.56,0
4175,3,1,1,43,0,0.0,0,1,1,2920.63,1
4176,3,2,0,39,8,129401.87,0,1,1,87684.93,0
4177,2,0,0,32,7,0.0,0,1,1,199418.02,0
4178,0,0,0,32,1,0.0,0,0,1,28515.17,0
4179,2,1,1,33,2,0.0,0,1,1,92916.53,0
4180,1,2,1,36,10,106702.94,0,0,0,198313.69,0
4181,1,1,1,26,4,139584.57,0,1,0,36308.93,0
4182,0,2,1,52,5,121016.23,0,1,1,41730.37,1
4183,0,0,1,26,2,0.0,0,1,1,31399.4,0
4184,1,2,1,59,8,118210.42,0,0,0,60192.14,1
4185,2,1,1,35,8,0.0,0,1,0,29062.25,0
4186,3,0,0,29,4,148654.84,0,1,1,28805.09,0
4187,1,1,1,32,5,136963.12,0,1,0,133814.28,0
4188,1,2,1,47,9,137774.11,0,1,0,151902.78,0
4189,1,0,0,32,4,111156.52,0,1,1,167376.26,0
4190,4,1,0,31,3,121237.65,0,1,1,31022.56,0
4191,2,0,1,36,1,97234.58,0,1,0,188997.08,0
4192,1,0,1,60,2,0.0,0,0,1,2085.32,0
4193,0,1,1,45,0,0.0,0,0,1,70399.71,0
4194,0,2,0,54,9,97382.53,0,1,1,195771.95,0
4195,1,2,0,47,2,103108.8,0,0,1,166475.44,1
4196,1,1,0,57,7,0.0,0,0,0,84106.17,1
4197,0,0,0,58,2,131852.81,0,1,0,81436.68,1
4198,1,1,1,35,1,0.0,0,1,1,83256.26,1
4199,1,1,0,39,8,107553.33,0,1,0,117523.41,0
4200,0,1,0,43,5,0.0,0,0,0,79476.63,0
4201,1,2,0,46,7,161806.09,0,1,1,173052.19,0
4202,0,0,1,30,9,0.0,0,0,0,100995.68,0
4203,3,0,0,52,7,0.0,0,1,1,122782.5,0
4204,0,0,1,27,2,128243.03,0,1,1,11631.34,0
4205,0,0,0,38,5,126645.13,0,1,1,168303.55,0
4206,1,0,0,47,8,62094.71,1,0,0,9308.1,1
4207,1,0,1,37,7,112291.34,0,1,0,153157.97,0
4208,0,0,0,44,5,89188.83,0,1,1,75408.24,0
4209,2,0,1,55,9,0.0,0,1,0,153356.8,1
4210,0,1,1,28,2,109161.25,0,1,0,152987.42,0
4211,3,1,1,47,0,0.0,0,1,1,5557.88,1
4212,1,1,0,25,4,0.0,0,1,1,194313.93,0
4213,3,0,0,34,8,0.0,0,1,0,94767.77,0
4214,2,0,1,26,7,0.0,0,1,0,1540.89,0
4215,3,0,0,53,1,158271.74,0,1,1,5036.39,1
4216,3,0,1,56,9,96951.21,0,1,1,71776.76,0
4217,1,2,1,35,5,121863.61,0,1,1,23481.69,1
4218,1,2,0,19,9,83495.11,0,1,1,143022.31,1
4219,0,2,0,25,1,146566.01,0,0,1,161407.48,0
4220,1,1,0,45,1,0.0,0,0,0,125939.22,1
4221,2,2,1,23,5,186101.18,0,1,1,76611.33,0
4222,4,0,1,40,6,0.0,0,1,0,136985.08,1
4223,2,2,0,51,8,107494.86,0,1,0,140937.91,1
4224,3,1,1,47,2,0.0,0,1,0,48161.18,1
4225,1,1,1,36,8,146943.38,0,1,1,130041.45,0
4226,1,1,0,36,8,0.0,0,1,0,91652.43,0
4227,1,0,0,36,6,125130.28,0,0,0,125961.48,0
4228,2,0,0,37,9,0.0,0,1,1,73225.31,0
4229,1,0,0,34,9,0.0,0,1,1,20460.2,0
4230,1,0,0,41,10,0.0,1,1,0,81602.02,0
4231,1,0,1,36,3,0.0,0,1,1,8742.91,0
4232,3,0,1,47,5,0.0,0,0,0,145789.71,0
4233,2,0,1,32,3,0.0,0,0,0,129576.99,0
4234,0,0,0,42,7,0.0,0,1,1,190040.29,0
4235,1,0,1,29,6,150685.79,0,1,0,87771.06,0
4236,0,0,1,35,4,141359.37,0,1,0,39519.53,0
4237,0,0,0,29,9,0.0,0,1,0,190035.83,0
4238,1,0,0,39,6,94631.26,0,1,1,148948.52,0
4239,1,0,0,39,3,118336.14,0,1,0,184691.77,0
4240,1,0,0,45,2,0.0,0,1,1,143458.31,0
4241,3,1,1,63,0,0.0,0,0,1,27166.75,0
4242,0,2,1,50,5,124233.24,0,0,1,159456.87,1
4243,3,0,0,26,5,51116.26,0,1,1,70454.79,1
4244,0,2,1,64,1,91869.69,0,0,1,95421.0,0
4245,2,0,0,34,8,122338.43,0,1,0,187985.85,0
4246,1,0,0,30,8,0.0,0,1,1,92621.9,0
4247,1,1,0,54,5,0.0,0,0,1,150836.98,0
4248,0,0,1,26,8,86270.93,0,1,1,90177.3,0
4249,0,0,1,44,3,0.0,0,1,1,34416.79,0
4250,0,0,0,38,5,117289.92,0,0,0,85231.88,0
4251,1,0,1,35,2,0.0,0,1,1,118983.18,0
4252,0,2,1,33,7,153663.27,0,1,0,111868.23,0
4253,2,1,0,29,1,0.0,0,1,1,83056.22,0
4254,1,2,0,27,8,123599.49,0,1,0,1676.92,0
4255,0,0,1,29,4,0.0,0,1,0,32089.57,0
4256,1,1,0,76,9,134208.25,0,1,1,13455.43,0
4257,1,0,1,29,1,0.0,0,0,1,24865.54,0
4258,3,2,1,35,7,98556.89,0,1,0,117644.36,0
4259,3,1,0,37,3,0.0,1,0,0,98897.32,0
4260,1,0,1,40,2,0.0,1,0,1,106174.7,1
4261,3,1,0,46,8,134593.79,0,1,1,46386.37,0
4262,0,0,1,41,8,0.0,0,1,1,185054.14,0
4263,3,1,1,24,10,68781.82,0,0,1,47997.39,0
4264,1,2,0,56,8,137464.04,0,1,0,130846.79,1
4265,2,0,1,32,4,147307.91,0,0,1,40861.55,0
4266,0,0,0,35,8,0.0,0,1,0,171840.24,1
4267,2,0,0,41,3,145754.91,0,1,1,101455.07,0
4268,3,0,1,46,8,0.0,1,1,0,90747.94,1
4269,3,0,1,44,4,112610.77,0,0,1,2048.55,0
4270,1,0,0,57,7,71481.79,0,1,1,84421.34,0
4271,0,0,1,33,5,0.0,0,0,1,78698.09,0
4272,1,1,0,34,3,77826.8,0,1,1,168544.85,0
4273,0,0,1,75,5,87140.85,0,1,1,39351.64,0
4274,0,2,0,42,0,132002.7,0,0,1,28204.98,1
4275,0,0,1,32,7,178011.5,0,1,0,22375.14,0
4276,1,2,0,32,4,102954.68,0,0,1,134942.45,0
4277,3,2,1,51,2,123783.25,0,1,1,134901.57,0
4278,3,2,1,30,4,101802.67,0,0,0,8693.8,0
4279,1,0,1,33,3,148659.48,0,0,0,42437.75,0
4280,3,2,0,62,7,142724.48,0,0,1,5893.23,1
4281,0,1,0,41,4,112152.89,0,0,1,36242.19,0
4282,0,0,0,53,10,89550.85,0,0,1,90076.85,0
4283,2,0,1,35,7,75915.75,0,1,0,150507.43,0
4284,2,2,0,42,2,118889.66,0,0,0,87422.15,0
4285,1,0,1,40,5,118788.57,0,1,0,192867.4,0
4286,3,0,0,42,3,156555.54,0,1,1,175674.01,0
4287,2,2,1,53,1,99141.86,0,1,1,72496.05,1
4288,0,2,0,31,4,61211.18,0,1,1,145250.43,0
4289,2,1,0,37,1,128932.4,0,1,1,180712.52,0
4290,1,1,0,23,5,0.0,0,1,1,180622.43,0
4291,3,0,1,32,10,80728.15,0,1,0,86306.75,0
4292,2,1,0,46,2,127660.46,0,1,0,150156.82,1
4293,2,1,1,44,3,106070.89,0,0,1,101617.43,0
4294,0,2,0,42,3,137560.38,0,1,1,85424.34,0
4295,0,2,0,34,8,111905.43,0,0,1,197221.81,1
4296,3,0,1,40,9,126212.64,0,1,0,70196.57,0
4297,0,1,1,68,9,0.0,0,1,0,110440.5,1
4298,1,0,1,38,7,111835.94,0,1,0,124389.61,0
4299,1,0,1,30,8,0.0,0,0,0,3183.15,0
4300,2,2,0,28,3,99705.69,0,0,0,146723.72,0
4301,1,0,1,32,1,0.0,0,0,0,2139.25,0
4302,0,2,1,44,2,108895.93,0,0,0,69228.2,1
4303,0,1,1,56,3,154669.77,0,0,1,115462.27,1
4304,0,1,1,50,7,128061.0,0,1,1,62375.1,0
4305,2,0,0,31,2,0.0,0,1,0,91829.17,1
4306,0,0,0,40,4,0.0,0,0,0,182547.04,0
4307,3,1,1,46,9,190678.02,0,1,1,14725.36,0
4308,1,0,0,40,7,0.0,0,1,0,126996.67,0
4309,2,0,0,35,5,0.0,0,1,0,133991.11,1
4310,3,0,1,38,5,136712.91,0,0,1,169920.92,0
4311,2,1,0,52,1,154733.97,0,1,0,80259.67,1
4312,0,0,0,41,4,112609.91,0,0,0,191035.18,1
4313,1,1,1,69,10,115462.44,0,1,0,40421.87,0
4314,1,0,1,34,5,133501.36,0,0,1,155643.04,0
4315,1,2,1,30,1,58668.02,0,1,1,78670.52,0
4316,4,1,1,44,7,89118.26,0,1,0,104240.77,1
4317,0,0,0,28,9,0.0,0,1,0,95957.09,0
4318,2,2,0,77,10,76510.52,0,0,1,59595.66,0
4319,1,1,1,34,7,140694.78,0,1,0,46266.63,0
4320,2,2,1,36,7,95448.32,0,1,0,189085.07,0
4321,1,0,1,34,4,91562.99,0,1,1,123954.15,0
4322,0,0,1,31,8,72541.48,0,1,0,129803.08,0
4323,1,1,0,43,3,120867.18,0,1,0,18761.92,1
4324,0,0,1,34,5,0.0,0,0,0,43540.59,0
4325,0,1,0,45,1,157320.51,0,1,0,62193.92,0
4326,2,1,1,27,3,0.0,1,1,1,129130.09,0
